ID,Loan Amount,Funded Amount,Funded Amount Investor,Term,Batch Enrolled,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Payment Plan,Loan Title,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Accounts Delinquent,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,Loan Status
10147358,24107,15968,12330.852340000001,59,BAT1184694,5.630808964,C,B5,MORTGAGE,109692.3685,Verified,n,Credit card refinancing,23.834799800000003,0,0,16,0,244,15.30078064,23,f,3692.1753439999998,0.013916767,1.8934610330000001,0.381801538,0,INDIVIDUAL,10,0,33,30706,26376,0
35459939,11756,26374,32275.75043,59,BAT4694572,7.210775947999999,B,A2,MORTGAGE,37499.49655,Source Verified,n,Credit card refinancing,11.33823905,0,0,15,0,1655,79.51319357,23,w,558.6068441000001,0.097791739,1.7475682909999999,1.090313731,0,INDIVIDUAL,158,0,2,234419,12479,0
19114959,15209,15431,12993.23062,59,BAT5924421,5.577180342999999,C,G4,MORTGAGE,84554.69281000001,Not Verified,n,Debt consolidation,28.61967633,0,0,13,0,5152,68.39025895,19,w,285.68449619999996,0.008537828,5.356394838,0.499028529,0,INDIVIDUAL,133,0,42,194218,6201,0
32390463,15875,26646,21740.76256,59,BAT5489674,11.8538989,B,A4,MORTGAGE,38169.71034,Not Verified,n,Debt consolidation,9.502534197000001,0,0,20,0,1688,64.53004849,19,w,2714.426097,0.100111768,2.86109189,0.424480906,0,INDIVIDUAL,31,0,26,25985,30040,0
6212344,19952,5254,12803.76392,58,BAT2558388,9.582440276,B,D1,RENT,73913.40254,Source Verified,n,Debt consolidation,19.10494277,0,0,9,0,669,83.83813121,21,w,498.3615525,0.036496764,0.172767958,0.9582035590000001,0,INDIVIDUAL,29,0,28,89336,1357,0
20872429,13305,10982,9790.789094,59,BAT4271519,12.83783029,D,C3,RENT,143368.7194,Source Verified,n,Credit card refinancing,27.49066321,0,0,8,0,2158,50.08420263,12,w,529.2532523,0.0410799,5.506402894,0.354348386,0,INDIVIDUAL,59,0,19,63168,6322,0
21484727,27783,7353,11602.000240000001,58,BAT1780517,9.686004291,A,D4,RENT,40897.46438,Verified,n,Credit card refinancing,17.74486047,2,0,14,0,23036,59.32820131,15,f,8766.585348999999,0.08396089300000001,3.978776435,0.664118058,0,INDIVIDUAL,73,0,23,137174,30576,0
38475669,17477,7668,5854.85952,59,BAT3873588,5.457818033,C,A4,MORTGAGE,60109.05439,Source Verified,n,Credit card refinancing,25.08614573,0,0,13,0,25545,55.42333017,18,w,2476.091137,0.071793272,0.3449312,0.644303034,0,INDIVIDUAL,18,0,62,16437,4012,1
39145737,29157,4504,22536.46013,59,BAT4136152,6.080809274,E,E2,RENT,95892.93042,Verified,n,Credit card refinancing,39.3147725,0,0,11,1,1244,5.141499703,35,f,3285.3208600000003,0.014355243,3.9295420130000003,0.840261455,0,INDIVIDUAL,111,0,10,91255,7481,0
37035959,6269,12352,22748.48224,59,BAT2833642,13.92000348,A,A2,MORTGAGE,82360.55212000001,Verified,n,Credit card refinancing,19.58575502,0,0,11,0,5219,53.30023276,4,w,18.58931299,0.039246211,1590.114611,0.319751015,0,INDIVIDUAL,117,0,30,76231,33161,0
40035146,9894,16459,16349.0132,59,BAT3193689,13.69412277,C,C2,MORTGAGE,55067.287220000006,Source Verified,n,Credit card refinancing,26.59056804,0,0,16,0,5696,89.09189914,20,f,1802.448869,0.037685255,0.634402066,1.133374363,0,INDIVIDUAL,33,0,45,12705,29092,0
21797506,7763,11481,7531.967141,58,BAT5489674,6.0375133420000004,C,B3,RENT,39930.46785,Source Verified,n,Debt consolidation,26.92199096,0,0,13,0,3695,13.14912312,19,f,202.1514556,0.008342189,1.257726223,0.202107696,0,INDIVIDUAL,36,0,33,260493,8703,0
3472225,7788,20122,16575.90991,59,BAT1467036,10.18153623,B,D1,RENT,62138.885120000006,Source Verified,n,Debt consolidation,15.33830971,0,0,19,0,6047,53.44633722,36,f,593.5949707000001,0.000227358,2.6887531630000003,0.303288163,0,INDIVIDUAL,60,0,42,27986,27474,0
8335209,23859,11254,19396.1388,58,BAT2078974,12.78171488,B,F5,RENT,69781.91754,Not Verified,n,Credit card refinancing,33.33673683,0,0,15,0,3277,94.72422598,10,w,2472.0526010000003,0.017247232,7.37131455,0.497963032,0,INDIVIDUAL,75,0,31,283699,14566,0
5872508,20935,12674,12682.09578,36,BAT3193689,9.869247008,A,B1,MORTGAGE,86773.0331,Source Verified,n,Other,37.83136846,0,0,14,0,4181,64.35747653,27,w,1610.1529449999998,0.056060339,4.383508302,1.20217405,0,INDIVIDUAL,108,0,24,100278,6988,0
69047044,18677,9215,8334.395572,58,BAT2078974,8.30143769,F,C5,MORTGAGE,115963.7424,Verified,n,Credit card refinancing,16.74294815,0,0,12,0,2889,83.3327777,11,f,949.9710236,0.019379062,1.077698843,1.350978106,0,INDIVIDUAL,145,0,33,89458,27019,1
6032556,32697,27757,20584.416690000002,59,BAT2078974,16.41103611,A,F2,MORTGAGE,77546.55787,Source Verified,n,Credit card refinancing,5.252109367,1,2,8,0,6612,44.80243686,23,w,1736.4052379999998,0.023274586,2.709425763,0.578118857,0,INDIVIDUAL,15,0,6,171215,6966,0
25059283,26502,10022,12043.73242,59,BAT4136152,11.50153541,E,C2,RENT,108951.3626,Not Verified,n,Credit card refinancing,17.25047215,0,0,15,0,12189,51.63255248,13,w,2040.735357,32.31330226,2.35539142,0.086686093,0,INDIVIDUAL,74,0,13,226629,23064,0
8657838,15960,33127,9535.398496,59,BAT1104812,8.286260502000001,B,C1,MORTGAGE,72224.59886,Verified,n,Debt consolidation,13.68513204,1,1,12,0,2616,13.61704347,22,w,156.79295980000003,0.028969657000000003,1.253269816,0.964115635,0,INDIVIDUAL,22,0,47,16737,22228,0
49404719,23083,9105,34802.53024,58,BAT1780517,13.46974885,D,B5,MORTGAGE,77206.67756,Not Verified,n,Debt consolidation,21.95205296,0,0,14,0,2051,63.97306517,17,w,3355.321495,0.083349427,5.619127343,0.63762429,0,INDIVIDUAL,59,0,47,92164,3744,0
5725277,30805,9937,26213.339180000003,59,BAT1780517,7.166641932,C,B4,MORTGAGE,39191.82254,Verified,n,Credit card refinancing,29.18003309,0,0,10,0,1148,80.76715381,7,f,6479.414350999999,0.057150398,4.018753112,0.74857121,0,INDIVIDUAL,36,0,24,245572,20023,0
18717281,20659,22376,9642.047571,59,BAT1586599,6.303546181000001,C,C4,RENT,57946.02239,Not Verified,n,Credit card refinancing,21.70547088,0,0,13,0,818,41.41361821,31,w,5503.294907,0.048782907,2.38539747,0.179980014,0,INDIVIDUAL,111,0,20,66693,12147,0
9864998,8859,17218,5565.544470000001,59,BAT1104812,16.3935721,E,A3,RENT,170233.9578,Source Verified,n,Debt Reduction,31.82962266,1,1,14,0,10709,46.38629873,18,f,1023.7154820000001,0.040372591,5.257820214,1.353535647,0,INDIVIDUAL,55,0,16,43048,18295,0
60756151,29168,24217,11376.6383,59,BAT1104812,9.557597099999999,B,E1,RENT,39174.018,Source Verified,n,Debt consolidation,10.77789042,0,1,14,0,34356,49.79105984,15,w,613.5002131,0.023072724,0.473405133,1.0787454859999999,0,INDIVIDUAL,49,0,35,176939,40973,0
8812075,11642,26547,11305.76684,59,BAT3461431,19.501441600000003,E,D4,RENT,42760.65173,Source Verified,n,Other,14.92737254,0,0,9,0,14562,46.89855297,19,f,423.82142999999996,0.009695286,1.018253608,0.36859241600000003,0,INDIVIDUAL,22,0,31,50001,14769,0
66016618,20716,9885,13541.306719999999,58,BAT224923,12.34805893,B,D1,MORTGAGE,40430.78531,Source Verified,n,Car financing,26.07304111,1,0,14,0,30460,62.97015361,25,w,2710.181149,0.062531632,0.244194952,0.586907365,0,INDIVIDUAL,81,0,12,5385,4687,0
6438725,18411,33628,21553.59519,59,BAT4136152,12.76695972,B,B4,MORTGAGE,163662.5851,Source Verified,n,Credit card refinancing,14.15799122,0,0,11,0,17106,61.03321802,7,w,932.7947487,0.051666325,2.434339851,1.1148501229999999,0,INDIVIDUAL,96,0,26,130691,9913,0
13617617,6582,33331,13361.10953,59,BAT5489674,13.950878,F,B3,RENT,50572.84246,Source Verified,n,Debt consolidation,28.07939278,0,0,16,0,7481,23.62299511,12,f,475.7231871,0.021539179,2061.6548780000003,0.501287299,0,INDIVIDUAL,73,0,507,146350,4865,0
14427563,31359,12946,25996.42413,58,BAT2833642,9.397288086,C,B3,RENT,91394.75667999999,Source Verified,n,Debt consolidation,30.34430038,0,0,14,0,17108,50.14854025,8,w,5028.7536820000005,0.072555256,5.144019283,1.22472863,0,INDIVIDUAL,79,0,27,53043,14928,0
19174408,14434,21551,9278.920559,58,BAT4136152,19.81443922,C,B5,OWN,56756.67894,Source Verified,n,Credit card refinancing,21.35036115,0,0,9,0,34,67.03780927,5,f,1458.448357,0.011435279,0.186653277,1.18030589,0,INDIVIDUAL,130,0,33,32353,18994,0
29882468,15395,16781,31791.376289999997,59,BAT5811547,15.851070300000002,B,A5,RENT,104338.4606,Source Verified,n,Credit card refinancing,33.53793332,0,0,18,0,8415,43.98993435,39,f,1211.9037210000001,25.70003445,4.274551746,1.237665284,1,INDIVIDUAL,63,0,1227,600389,6809,0
3143775,15220,9483,8965.566611,59,BAT4694572,10.988735,A,B2,MORTGAGE,62275.56669,Source Verified,n,Credit card refinancing,22.81905866,0,0,10,0,4287,54.89008678,19,w,478.74974280000004,0.0029088240000000004,0.696268452,0.664645091,0,INDIVIDUAL,8,0,35,224378,10963,0
52586481,20415,22389,9329.105073,58,BAT1586599,6.220679886,D,C1,OWN,110156.508,Not Verified,n,Home improvement,14.19327487,0,0,17,0,3422,68.91168182,10,f,12195.709840000001,0.050912722,7.290241986,0.8132615329999999,0,INDIVIDUAL,112,0,33,120744,8250,0
9186939,6875,10586,8389.301786,59,BAT2333412,7.365171041,B,A5,MORTGAGE,103269.2803,Verified,n,Debt consolidation,19.14021374,0,0,26,0,8665,57.60549876,34,w,2974.773891,0.11932119699999999,2.094498061,0.73573819,0,INDIVIDUAL,82,0,24,348343,5348,0
5391711,4247,32219,7722.433479,59,BAT1586599,12.17521334,A,A2,OWN,125080.6562,Verified,n,Credit card refinancing,9.377147166,0,0,9,0,6612,70.08066968,36,w,6013.660887,0.105975956,5.546973192,0.38477416799999997,0,INDIVIDUAL,66,0,3,38104,11642,0
63742162,18941,19527,5954.134905,59,BAT4271519,12.20739646,D,B3,RENT,44398.59193,Source Verified,n,Credit card refinancing,37.17745318,0,0,12,0,1532,90.99104358,11,f,2532.837606,0.022794117000000003,2.7569436210000005,0.458726553,0,INDIVIDUAL,47,0,520,100100,7322,1
4475987,28811,7750,14298.87026,59,BAT4808022,9.582997147,A,D1,MORTGAGE,54741.64961,Source Verified,n,Credit card refinancing,14.37618853,0,1,13,0,862,3.5753564539999996,16,f,820.4886587,0.029706184,4.314948646,0.684493882,0,INDIVIDUAL,26,0,22,25547,16177,0
8156488,17421,8944,11308.29293,58,BAT4136152,23.71978145,C,B3,RENT,56609.31755,Source Verified,n,Debt consolidation,36.32650243,0,0,9,1,2464,3.9335693430000003,16,f,1880.314196,0.012921188,5.585799132999999,1.1529420540000002,0,INDIVIDUAL,135,0,56,59382,6334,0
16306295,11788,12592,12041.12601,59,BAT3726927,11.39117766,B,B2,MORTGAGE,65349.078239999995,Verified,n,Credit card refinancing,28.31442852,0,0,26,0,13603,65.38942082,23,w,2848.849855,0.075496822,6.05497472,0.569082667,0,INDIVIDUAL,60,0,22,89751,11848,0
61000204,20742,34694,10124.77338,58,BAT5525466,9.215429184,B,B4,MORTGAGE,30112.0451,Source Verified,n,Debt consolidation,19.62105279,0,0,9,1,5959,70.06654644,17,w,360.2500097,0.021395702000000003,9.032591932999999,0.824503132,0,INDIVIDUAL,2,0,31,26038,11468,0
3389218,18259,26139,19438.300769999998,59,BAT2803411,11.71915443,A,C1,MORTGAGE,64360.41507,Not Verified,n,Major purchase,27.36563308,0,0,20,0,19698,58.18245037,19,f,1106.973705,0.05085405,5.994334154,0.627667586,0,INDIVIDUAL,134,0,42,34708,7876,0
11028122,7009,6752,9792.603767,59,BAT2803411,11.23909863,B,C5,MORTGAGE,62852.600170000005,Source Verified,n,Credit card refinancing,28.07602246,0,0,10,0,3472,85.40283621,18,f,1363.14563,0.08307236900000001,2.191941238,1.29120487,0,INDIVIDUAL,133,0,17,613022,10356,1
49419165,22040,11905,6649.553497,58,BAT3873588,8.552716217,B,F3,RENT,53834.37274,Not Verified,n,Credit card refinancing,31.65243527,0,0,12,0,8337,47.39673641,19,f,1172.493058,0.006033421,5.861721962000001,0.324530235,0,INDIVIDUAL,14,0,51,59626,34603,0
14361458,6121,10690,13855.353180000002,58,BAT2522922,10.76677465,B,A5,MORTGAGE,48963.76454,Source Verified,n,Home improvement,35.94452535,0,0,22,0,7568,75.24920668,27,f,2368.620852,0.070194413,4.263201604,0.833789804,0,INDIVIDUAL,12,0,39,93358,50093,0
6856722,12800,22335,27276.53595,59,BAT1184694,11.23778359,D,D2,MORTGAGE,44732.832330000005,Verified,n,Debt consolidation,34.64860075,0,0,12,0,932,45.49868099,7,f,5550.590343,0.018289429,2.196532153,0.655996958,0,INDIVIDUAL,94,0,54,118299,59544,0
60103863,8427,17345,18952.242580000002,59,BAT1104812,12.35320514,C,C1,RENT,165184.3531,Not Verified,n,Debt consolidation,17.06778484,1,2,11,0,9634,33.24616497,22,f,2036.422155,0.002810173,0.49767321299999995,0.441936675,0,INDIVIDUAL,72,0,52,38769,16900,0
3364789,13728,9974,16041.212469999999,59,BAT1780517,18.17663947,A,G2,MORTGAGE,98835.68076,Verified,n,Credit card refinancing,33.04490078,0,0,9,0,2671,52.98730144,25,f,1131.042347,0.017610096999999998,5.929291421,0.728003223,0,INDIVIDUAL,74,0,5,123917,27304,0
63297471,15877,9125,12667.06202,59,BAT1184694,10.90529538,C,B2,RENT,99441.52573,Source Verified,n,Debt Consolidation,35.33143957,0,0,30,0,6953,65.78265841,19,w,2786.1493,0.0027592009999999998,2.281308935,1.004452223,0,INDIVIDUAL,10,0,22,147006,28525,0
54710442,3168,8070,7024.506546,58,BAT2003848,9.779296136000001,B,B4,RENT,56841.438270000006,Verified,n,Credit card refinancing,10.73062702,1,0,27,0,16534,80.80210562,34,w,2140.459396,0.09471678800000001,6.005930705,0.556394979,0,INDIVIDUAL,132,0,25,20194,31487,0
7248474,19841,19031,8866.087252,58,BAT4722912,17.57392927,A,B2,RENT,47256.806489999995,Not Verified,n,Debt consolidation,9.45188234,1,0,13,0,4674,38.90018145,15,w,7132.176383,0.028271682000000003,2.367238113,0.727811002,0,INDIVIDUAL,23,0,17,39999,42241,0
12553729,9374,24323,14088.426980000002,58,BAT2803411,10.02624274,B,C4,RENT,28329.145289999997,Source Verified,n,Credit card refinancing,29.26293798,0,0,33,0,4195,54.86228818,19,w,1052.5859189999999,0.061505479,4.132739887,1.184683931,0,INDIVIDUAL,112,0,26,26733,5277,0
2213405,15574,21130,8555.743479,59,BAT1780517,20.3600575,C,B2,RENT,40192.982410000004,Source Verified,n,Debt consolidation,18.80790227,1,0,9,0,1547,78.63976451,8,w,2168.638793,0.10764553,5.529138439,0.624580096,0,INDIVIDUAL,144,0,53,265753,1615,0
35028164,14869,25631,14352.70145,59,BAT1780517,15.97852749,B,C5,MORTGAGE,77545.44043999999,Source Verified,n,Credit card refinancing,16.484374300000002,0,0,9,0,10622,45.11276907,21,w,251.4681504,26.24895043,4.70565887,0.929827356,0,INDIVIDUAL,79,0,55,338758,21375,1
37765690,14059,10110,8015.307191,58,BAT2522922,11.3761511,C,B5,RENT,58535.84706,Not Verified,n,Debt Consolidation,16.70823248,0,0,12,0,9366,49.52595037,10,f,4709.083679,0.09823504599999999,1.9931357840000001,0.34948469,0,INDIVIDUAL,88,0,3,22904,13831,0
49543614,18342,11852,21425.23804,59,BAT3873588,12.86779787,B,B4,RENT,75766.5621,Source Verified,n,Debt consolidation,37.87455198,0,0,17,0,21847,89.14111484,10,w,1323.572882,0.048815248,4.449021866,0.81009502,0,INDIVIDUAL,122,0,43,64024,34952,0
9497748,19761,6665,22307.72696,59,BAT2575549,12.21999326,D,B1,MORTGAGE,99069.46484,Source Verified,n,Credit card refinancing,28.14717158,0,0,10,0,3028,94.61348523,41,w,5200.75613,0.005281179,4.1452594330000005,14.16395733,0,INDIVIDUAL,4,0,39,57893,42857,0
7987700,19991,11100,13115.16323,59,BAT4271519,17.27922399,A,A5,MORTGAGE,123619.1852,Verified,n,Debt consolidation,30.23607991,0,0,16,0,4948,33.98604145,21,f,751.3519213,0.012574449,0.172939205,0.892641476,0,INDIVIDUAL,4,0,1512,121841,35346,0
13815268,28206,8095,16207.91447,59,BAT2575549,6.308400941,F,C1,MORTGAGE,85550.19851,Source Verified,n,Credit card refinancing,16.32177753,0,0,11,0,8424,63.57196787,18,w,1168.3158720000001,0.018943783,4.5535828910000005,0.920483706,0,INDIVIDUAL,52,0,38,131708,10402,0
14962221,16697,26583,9130.638755,58,BAT3873588,14.10851635,E,C3,OWN,58024.83708,Source Verified,n,Credit card refinancing,16.05352777,0,0,5,0,11536,47.91708082,50,f,2732.82715,0.09776605199999999,8.348191744,0.5749657579999999,0,INDIVIDUAL,92,0,44,83974,3926,1
19161203,34299,8065,23674.60091,59,BAT4694572,5.725019126,B,A5,MORTGAGE,174328.9904,Verified,n,Other,22.60419574,0,0,14,0,3875,58.64890271,30,w,198.4098982,0.049131688,5.050077886,1.093812665,0,INDIVIDUAL,18,0,17,24140,5177,0
15694959,12858,16030,5994.1616030000005,59,BAT5924421,13.79741308,F,B5,MORTGAGE,150214.6695,Verified,n,Debt Consolidation,11.46311856,0,0,17,0,5698,37.288393299999996,46,w,2144.097152,0.10321996900000001,2.868214716,1.033689979,0,INDIVIDUAL,117,0,32,17734,51211,0
20559684,22754,10901,14145.773119999998,59,BAT1104812,17.43090289,B,B3,MORTGAGE,67125.58588,Not Verified,n,Credit card refinancing,34.16105017,0,0,7,0,4735,40.32357592,6,w,277.55150760000004,0.069070265,7.706353032999999,1.489482715,0,INDIVIDUAL,19,0,34,39655,39645,0
59660341,23112,11493,9810.955199,58,BAT2136391,11.82773551,E,C1,MORTGAGE,64272.56906,Source Verified,n,Credit card refinancing,25.89365707,0,0,10,0,11278,79.44026935,4,w,4461.323665,0.008536931,4.916789523,1.600209886,0,INDIVIDUAL,16,0,34,350664,75146,0
6825841,22153,9687,21415.2754,59,BAT224923,11.17073106,A,C1,RENT,51138.53225,Verified,n,Credit card refinancing,33.62221006,0,0,12,0,10173,32.27247281,25,w,918.9124546,0.007829097,3.127314975,0.518275696,0,INDIVIDUAL,85,0,21,331249,33173,0
36475247,18664,10596,11713.842540000001,59,BAT2252229,10.92997568,C,B3,MORTGAGE,42659.40333,Source Verified,n,Credit card refinancing,22.91962534,0,0,9,0,358,15.19988906,20,w,1646.045182,0.01404017,2.557349576,0.433541503,0,INDIVIDUAL,85,0,31,18041,43058,0
62453474,24176,17228,8275.213482,59,BAT3873588,16.6859475,E,B2,RENT,99070.87964,Source Verified,n,Debt consolidation,38.56090168,0,0,11,0,9804,56.82398983,10,f,2308.656205,0.038734354,0.921574442,0.974091235,0,INDIVIDUAL,16,0,9,69485,17712,0
62573008,13203,30608,11559.85901,59,BAT4136152,11.74518256,D,B4,MORTGAGE,155887.134,Source Verified,n,Credit card refinancing,20.22087413,0,0,15,0,2195,35.722074400000004,5,w,1909.073584,0.0067191130000000005,6.86461683,0.260912202,0,INDIVIDUAL,130,0,17,134788,6021,1
36494018,4017,11252,26563.40938,59,BAT3193689,12.53030227,C,C3,MORTGAGE,105952.2675,Source Verified,n,Credit card refinancing,18.31564897,0,0,14,0,7442,76.80533513,19,w,1394.450255,0.015840675,5.247812874,0.49794110399999997,0,INDIVIDUAL,41,0,30,68380,16654,0
1311627,19309,8556,3927.362158,58,BAT3873588,6.913457659,C,B2,RENT,99533.20912,Source Verified,n,Debt consolidation,29.64276982,0,0,8,0,10471,29.12824112,16,w,1240.477996,0.034517965,4.155535582,0.151750645,0,INDIVIDUAL,68,0,50,49756,15543,0
4447768,6742,21562,17058.116319999997,36,BAT2333412,12.186317800000001,A,D5,MORTGAGE,41896.64759,Source Verified,n,Debt consolidation,15.86619119,1,0,11,0,2846,59.47603861,20,f,2284.336598,0.038511737000000004,2.8397014289999998,0.01399731,0,INDIVIDUAL,69,0,17,207160,4412,0
30103199,23067,9371,14275.15205,59,BAT1104812,16.27705703,A,B5,MORTGAGE,61445.76791,Not Verified,n,Debt consolidation,27.04723518,0,0,18,0,11218,18.96508481,26,f,273.31496939999994,0.053155916,0.842304466,0.070840371,0,INDIVIDUAL,53,0,42,265038,12641,0
14343318,16367,12688,15216.905319999998,59,BAT1586599,10.04307054,B,E2,MORTGAGE,123451.9573,Not Verified,n,Debt consolidation,22.26401141,1,0,14,0,11045,61.07184764,12,w,512.4565845,0.003065825,3.837367789,0.740173967,0,INDIVIDUAL,10,0,48,210102,10167,0
35268485,13573,7882,8292.644288,59,BAT1184694,10.37098244,C,B3,MORTGAGE,126075.704,Verified,n,Credit card refinancing,36.77691147,0,0,13,0,12068,92.15590591,19,w,567.3442855000001,0.04403565,6.652983405,0.708845167,0,INDIVIDUAL,156,0,874,166781,31406,0
8798795,19782,21883,11992.19846,59,BAT1467036,12.81340977,B,B5,MORTGAGE,85329.17126,Verified,n,debt consolidation,35.17733618,7,0,14,0,1290,44.32799689,11,f,1016.9043439999999,0.015396836,1.026556518,0.732574185,0,INDIVIDUAL,105,0,9,242697,22315,0
37001693,19563,8082,27218.270589999996,59,BAT2522922,11.95701763,B,D1,MORTGAGE,93130.44687999999,Verified,n,Debt consolidation,14.75727565,0,0,26,0,6639,16.70248392,12,f,1600.728312,0.085640906,2.037900213,0.733841408,0,INDIVIDUAL,47,0,20,23936,16422,1
61253228,22991,7881,13263.78016,59,BAT4271519,17.81005379,C,B5,MORTGAGE,95813.94559,Verified,n,relief,17.93505764,0,0,10,0,28108,31.7507674,15,w,2366.106052,0.021628135,1.163109484,0.94789408,0,INDIVIDUAL,24,0,30,75073,18433,0
3071465,11812,21331,10378.52475,59,BAT5547201,9.213586954,B,A5,RENT,37570.33988,Verified,n,Credit card refinancing,25.40922018,0,0,22,0,6584,73.18697918,35,f,1583.04532,0.066082766,6.224458593,0.439883422,0,INDIVIDUAL,17,0,41,232414,4141,0
33264720,18523,20696,8834.493037,59,BAT4271519,12.35011376,B,A5,RENT,84732.68606,Source Verified,n,Credit card refinancing,18.35159528,0,0,9,1,3741,29.52330929,21,f,2480.588764,0.0007954230000000001,0.441304973,0.7538180940000001,0,INDIVIDUAL,62,0,24,21012,34161,0
10074425,11307,26111,13046.85677,58,BAT1766061,10.62937524,A,B4,MORTGAGE,46424.95454,Source Verified,n,Credit card refinancing,20.06757627,1,0,10,0,1836,64.2666788,37,w,2096.062943,0.09031904699999999,2.77066949,0.640088753,0,INDIVIDUAL,62,0,18,40284,19397,0
38859266,20860,26715,13495.97464,59,BAT2575549,6.793528436,C,A5,RENT,63025.5196,Source Verified,n,Debt consolidation,27.27334125,0,0,11,0,3894,73.08879,32,f,145.5566008,0.032817757999999995,2.565422775,0.881503336,0,INDIVIDUAL,87,0,35,167151,24304,0
8114817,17448,7463,16142.24131,59,BAT4136152,17.34138188,B,D5,MORTGAGE,56775.99875,Source Verified,n,Debt consolidation,32.04750791,0,0,12,0,19639,7.7118289120000005,21,w,571.8237257000001,0.067814946,4.501807641,0.9994149390000001,0,INDIVIDUAL,21,0,37,34966,12613,0
14161981,4499,19677,26459.99353,59,BAT3865626,11.5275885,C,A5,RENT,35580.128639999995,Verified,n,Credit card refinancing,29.83245732,0,0,19,0,2755,74.86430001,14,w,1255.796824,0.07328725700000001,3.053943716,0.3609421,0,INDIVIDUAL,33,0,50,353737,39293,0
3340998,5588,23172,11330.6023,58,BAT5924421,5.594861623,F,B1,MORTGAGE,52336.31392,Source Verified,n,Major purchase,38.61614976,0,0,13,0,3325,32.91833767,14,f,885.4186414999999,0.053313963,5.576878645,1.237783555,0,INDIVIDUAL,65,0,39,322178,4831,0
3923746,7374,32556,7932.590672,59,BAT2575549,10.49900317,B,C2,OWN,43792.2983,Source Verified,n,Credit card refinancing,14.68658316,0,2,8,1,6963,38.63708061,28,f,4145.035868999999,0.00273131,6.295049667000001,0.19148218399999997,0,INDIVIDUAL,103,0,2,346253,13843,0
20441112,18710,23725,21511.910190000002,58,BAT5629144,8.932612418,D,E3,OWN,144970.8523,Not Verified,n,Debt consolidation,19.93288485,1,0,12,0,11525,43.53118798,17,f,1007.10639,0.018367201,4.867239831,1.15168702,0,INDIVIDUAL,106,0,57,198163,62983,1
14054445,22336,13385,8861.793683,58,BAT1467036,10.1336253,E,B3,MORTGAGE,70444.31505,Source Verified,n,Credit card refinancing,24.75447851,0,0,13,0,10156,20.35741607,15,w,2662.8240379999997,0.07270731,1.580975155,0.547353248,0,INDIVIDUAL,8,0,38,24816,44640,0
6374949,17161,9952,9369.103467,59,BAT5341619,12.381322099999998,D,C4,MORTGAGE,61901.51451,Verified,n,Debt Consolidation,32.25775906,1,0,15,0,1318,70.27282955,20,w,1901.0178489999998,0.024870569,0.18751957,1.005463132,0,INDIVIDUAL,67,0,1611,691579,1361,0
40616584,30803,7769,10183.07855,58,BAT3873588,11.24603336,B,D1,MORTGAGE,59296.46041,Source Verified,n,Credit card refinancing,36.19928003,1,0,16,0,3388,85.53106201,19,w,3600.924193,16.03558101,3.061007428,1.096913393,0,INDIVIDUAL,37,0,1518,132395,8975,0
14824650,6439,10633,31888.119430000002,59,BAT2252229,11.95643637,D,D5,RENT,62380.39928,Source Verified,n,Credit card refinancing,19.51877246,1,0,4,0,4107,50.63307495,8,f,401.7092706,0.048180771,2.5386312369999997,1.173542583,0,INDIVIDUAL,74,0,46,32460,2466,0
19818692,22908,25890,11561.284520000001,59,BAT1184694,9.046571127,C,D2,MORTGAGE,86833.30743,Verified,n,Credit card refinancing,31.39087742,0,0,24,0,9138,64.44184512,25,f,619.9012392000001,0.045021108,4.71956602,0.310869488,0,INDIVIDUAL,78,0,31,370613,69397,0
30160180,13727,8365,22155.248369999998,59,BAT4694572,15.51840337,A,G3,MORTGAGE,97148.97159,Verified,n,Debt consolidation,31.37079238,0,0,15,0,8045,72.99971356,21,w,332.80458250000004,0.039763739,1.035288777,0.350000059,0,INDIVIDUAL,61,0,60,38155,34219,0
66640544,29250,8174,13086.73865,59,BAT2558388,9.77264959,C,C2,MORTGAGE,68763.0299,Not Verified,n,Credit card refinancing,29.21573997,0,0,33,0,7429,93.77478447,6,f,837.9195106000001,0.14447295400000001,2.814607787,1.087903855,0,INDIVIDUAL,68,0,20,50096,41335,0
40383083,11329,6936,12963.39798,59,BAT1766061,18.33572799,C,C5,RENT,47961.510760000005,Source Verified,n,Debt consolidation,14.57525724,0,0,12,0,37882,58.74973162,21,f,832.8951390999999,0.020152386,1132.30044,1.292937891,0,INDIVIDUAL,97,0,12,288734,13493,0
28560595,8705,23101,15836.27196,36,BAT1135695,18.9907741,A,A5,MORTGAGE,64709.565839999996,Verified,n,Debt consolidation,23.04162104,1,0,13,0,916,56.75816799,25,w,1338.0765,0.048910626,2.912424933,0.380651945,0,INDIVIDUAL,9,0,38,299620,34122,0
18525524,10737,24026,8389.900206999999,59,BAT2558388,5.705563767999999,D,E1,MORTGAGE,97799.83862000001,Source Verified,n,Debt consolidation,13.04550464,0,0,11,0,1856,3.6429925780000003,29,w,329.8144333,0.028847675,5.442305971000001,0.213462332,0,INDIVIDUAL,13,0,4022,388340,29432,1
