"V6301","V6302","V6303","V6304","V6305","V6306","V6307","V6308","V6309","V6310","V6311","V6312","V6313","V6314","V6315","V6316","V6317","V6318","V6319","V6320","V6321","V6322","V6323","V6324","V6325","V6326","V6327","V6328","V6329","V6330","V6331","V6332","V6333","V6334","V6335","V6336","V6337","V6338","V6339","V6340","V6341","V6342","V6343","V6344","V6345","V6346","V6347","V6348","V6349","V6350","V6351","V6352","V6353","V6354","V6355","V6356","V6357","V6358","V6359","V6360","V6361","V6362","V6363","V6364","V6365","V6366","V6367","V6368","V6369","V6370","V6371","V6372","V6373","V6374","V6375","V6376","V6377","V6378","V6379","V6380","V6381","V6382","V6383","V6384","V6385","V6386","V6387","V6388","V6389","V6390","V6391","V6392","V6393","V6394","V6395","V6396","V6397","V6398","V6399","V6400","V6401","V6402","V6403","V6404","V6405","V6406","V6407","V6408","V6409","V6410","V6411","V6412","V6413","V6414","V6415","V6416","V6417","V6418","V6419","V6420","V6421","V6422","V6423","V6424","V6425","V6426","V6427","V6428","V6429","V6430","V6431","V6432","V6433","V6434","V6435","V6436","V6437","V6438","V6439","V6440","V6441","V6442","V6443","V6444","V6445","V6446","V6447","V6448","V6449","V6450","V6451","V6452","V6453","V6454","V6455","V6456","V6457","V6458","V6459","V6460","V6461","V6462","V6463","V6464","V6465","V6466","V6467","V6468","V6469","V6470","V6471","V6472","V6473","V6474","V6475","V6476","V6477","V6478","V6479","V6480","V6481","V6482","V6483","V6484","V6485","V6486","V6487","V6488","V6489","V6490","V6491","V6492","V6493","V6494","V6495","V6496","V6497","V6497_A","V6498","V6498_A","V6499","V6500","V6501","V6502","V6503","V6504","V6505","V6506","V6507","V6508","V6509","V6510","V6511","V6512","V6513","V6514","V6515","V6516","V6517","V6518","V6519","V6520","V6521","V6522","V6523","V6524","V6525","V6526","V6527","V6528","V6529","V6530","V6531","V6532","V6533","V6534","V6535","V6536","V6537","V6538","V6539","V6540","V6541","V6542","V6543","V6544","V6545","V6546","V6547","V6548","V6549","V6550","V6551","V6552","V6553","V6554","V6555","V6556","V6557","V6558","V6559","V6560","V6561","V6562","V6563","V6564","V6565","V6566","V6567","V6568","V6569","V6570","V6571","V6572","V6573","V6574","V6575","V6576","V6577","V6578","V6579","V6580","V6581","V6582","V6583","V6584","V6585","V6586","V6587","V6588","V6589","V6590","V6591","V6592","V6593","V6594","V6595","V6596","V6596_A","V6597","V6597_A","V6598","V6599","V6600","V6601","V6602","V6603","V6604","V6605","V6606","V6607","V6608","V6609","V6610","V6611","V6612","V6613","V6614","V6615","V6616","V6617","V6618","V6619","V6620","V6621","V6622","V6623","V6624","V6625","V6626","V6627","V6628","V6629","V6630","V6631","V6632","V6633","V6634","V6635","V6636","V6637","V6638","V6639","V6640","V6641","V6642","V6643","V6644","V6645","V6646","V6647","V6648","V6649","V6650","V6651","V6652","V6653","V6654","V6655","V6656","V6657","V6658","V6659","V6660","V6661","V6662","V6663","V6664","V6665","V6666","V6667","V6668","V6669","V6670","V6671","V6672","V6673","V6674","V6675","V6676","V6677","V6678","V6679","V6680","V6681","V6682","V6683","V6684","V6685","V6686","V6687","V6688","V6689","V6690","V6691","V6692","V6693","V6694","V6695","V6696","V6697","V6698","V6699","V6700","V6701","V6702","V6703","V6704","V6705","V6706","V6707","V6708","V6709","V6710","V6711","V6712","V6713","V6714","V6715","V6716","V6717","V6718","V6719","V6720","V6721","V6722","V6723","V6724","V6725","V6726","V6727","V6728","V6729","V6730","V6731","V6732","V6733","V6734","V6735","V6736","V6737","V6738","V6739","V6740","V6741","V6742","V6743","V6744","V6745","V6746","V6747","V6748","V6749","V6750","V6751","V6752","V6753","V6754","V6755","V6756","V6757","V6758","V6759","V6760","V6761","V6762","V6763","V6764","V6765","V6766","V6767","V6768","V6769","V6770","V6771","V6772","V6773","V6774","V6775","V6776","V6777","V6778","V6779","V6780","V6781","V6782","V6783","V6784","V6785","V6786","V6787","V6788","V6789","V6790","V6791","V6792","V6793","V6794","V6795","V6796","V6797","V6798","V6799","V6800","V6801","V6802","V6803","V6804","V6805","V6806","V6807","V6808","V6809","V6810","V6811","V6812","V6813","V6814","V6815","V6816"
"3","4494","31","0","0","0","0","0","1","1","1","3","0","0","1","0","0","0","70000","0","15000","0","5400","0","3500","0","0","0","0","0","0","1700","0","0","0","1730","0","0","0","0","0","0","0","0","0","480","0","1025","0","0","0","80","0","0","0","0","0","82","0","2","3","3","19.70","2897","624","0","260","0","0","0","0","0","0","0","0","3600","0","5200","0","0","0","0","0","0","0","0","0","0","0","0","50000","0","15000","0","0","0","0","20000","0","0","0","0","0","2000","0","0","0","87000","15000","5","33218","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","700","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1285","2460","714","2785","1954","495","780","161","349","4642","4036","7124","28","4","25","3","51","1","48","0","0","5","0","0","0","0","1","3","15000","5","0","8","1","1","1","16","5","0","5","0","0","5","0","0","5","0","1","1","5","5","0","20","245","85","339","396","0","0","0","0","0","5","0","5","0","1","4","5","0","5","0","48","35","1","1","25.00","5","0.00","0.00","0.00","0","0.00","5","0","0","0.00","0","0","5","0.00","0","0","5","5","5","35","1","5","0","1","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","13","142","87","857","12","0","0","5","0","1","1","1","10","5","0","5","0","41","25","5","1","10.00","0.00","0","5","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","12","5","5","1","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","1","3","1","3","1","1","1","0","1","4","0","5","0","0","5","0","0","5","1","1","5","0","5","17","0","0","1","1","1","1","18","12","50","0","5","37","0","31","0","5","6","5","13","10","0","2","0","4","1","3","31","0","1","1","5","5","1","2","3","1","30","30","0","0","16","0","0","0","0","0","1","5","0","0","1","4","87700","65000","0","30.27","1076","37.57","19.51","1","1","1","1","1","0","0","0","8750","8","0.4","3","4","4","7","8","0","1","9","9","0","0","0","0","0","0","0","1","0","1","1","1","40","0","0","0","0","0","0","1","476","4494","2","4637"
"3","4495","31","0","0","0","0","0","1","0","0","0","0","0","1","0","4","100","53000","0","32000","0","5796","0","2300","0","0","0","0","0","0","796","2","1000","6000","2579","0","0","0","32","0","0","0","0","0","168","0","1765","0","0","0","0","0","0","0","0","0","115","0","2","2","2","14.00","2968","260","0","52","0","0","0","0","0","0","0","0","1440","0","1300","0","0","0","0","0","0","0","0","0","0","0","0","19000","0","0","0","0","0","0","14500","0","0","0","0","0","150","0","0","0","33650","0","2","7291","39","0","0","0","0","0","0","0","0","0","0","1000","0","0","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","203","2917","2544","2194","2093","1339","81","255","3654","4518","2870","7124","29","4","20","2","26","1","24","0","0","1","1","0","0","0","1","2","20000","1","4","8","1","1","1","23","5","0","5","0","0","5","0","0","1","2","1","1","5","5","0","45","0","61","0","72","0","0","0","0","0","5","0","1","1","1","2","5","0","5","0","50","52","5","1","9.50","5","0.00","0.00","0.00","0","0.00","5","0","0","0.00","0","0","5","0.00","0","0","5","1","0","15","4","1","5","3","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","5","1","1","75","926","86","838","60","0","0","5","0","5","0","1","6","5","0","5","0","46","37","1","1","7.25","0.00","0","5","0","0","0","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","5","1","0","1","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","5","1","1","0","1","4","6","5","0","0","5","0","0","5","1","1","5","0","5","12","5","0","0","0","4","4","3","3","0","0","5","31","0","31","0","1","6","1","0","0","0","0","0","8","1","2","31","0","1","1","5","5","3","7","7","5","5","3","50","0","12","0","0","0","1","8","0","0","0","0","2","4","34650","19000","1000","11.67","801","7.37","8.22","1","1","1","1","1","0","0","1","6625","8","0.3","2","2","1","5","4","0","1","8","9","0","0","0","0","0","0","0","0","0","1","2","6","18","0","0","0","0","0","0","1","476","4495","2","4396"
"3","4496","4","0","0","0","0","0","1","0","0","0","0","0","1","0","400","2000","0","0","0","0","0","0","0","1200","0","5","5","0","0","1500","0","40","300","2223","0","0","0","48","0","0","0","0","0","123","0","519","0","0","0","80","0","0","0","1348","0","67","0","2","2","2","14.70","3116","1560","0","1040","0","0","0","0","0","0","0","0","2080","0","780","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","0","0","0","0","0","2000","0","0","0","0","0","0","0","0","0","12000","0","2","1110","19","0","0","0","0","0","0","0","0","0","100","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2341","3513","1792","4215","248","3007","4221","5475","3257","5772","491","5320","9","4","20","2","22","1","19","0","0","5","0","0","0","0","1","1","20000","1","2","5","1","5","0","0","0","0","1","4","7","5","0","0","1","3","1","1","5","5","0","51","0","69","0","36","0","0","0","0","0","5","0","1","1","1","2","5","0","5","0","49","45","5","3","0.00","0","0.00","4.50","6.25","0","0.00","5","0","0","0.00","0","0","1","6.25","1","0","0","0","0","8","4","5","0","1","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","283","0","698","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","45","1","3","9","1","62","11","3","79","5","0","5","0","1","1","5","0","1","34","17","30","6","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","30","20","0","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","5","1","1","0","1","1","4","1","1","0","5","0","0","5","1","5","5","0","5","11","5","0","0","0","4","3","0","0","0","0","5","35","0","42","0","7","7","1","0","0","0","0","0","2","1","1","4","0","1","1","5","5","3","4","4","5","3","3","0","0","12","0","0","0","5","0","0","0","0","0","1","3","12100","10000","100","3.88","841","4.50","3.85","4","4","3","3","1","0","0","0","2400","6","0.4","2","1","1","4","3","0","1","4","3","0","0","0","0","0","0","0","0","0","1","1","6","16","0","0","0","0","0","0","1","444","4496","2","4396"
"3","4497","4","0","0","0","0","0","1","2","0","0","0","0","1","0","7","100","45000","0","32000","0","3600","0","300","0","0","0","0","0","0","840","0","250","1500","2285","0","0","0","88","0","0","0","0","0","56","0","152","0","0","0","0","0","0","0","0","0","0","0","2","4","3","24.10","3760","3640","0","52","0","260","0","0","0","0","0","0","3120","0","936","0","0","0","0","0","0","0","0","0","0","0","0","24000","0","0","0","0","0","0","600","0","0","0","0","0","20","0","0","0","24620","0","4","3766","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2342","669","1793","2228","449","3008","4541","3664","2679","5770","1108","5320","8","4","40","4","26","1","26","2","4","5","0","0","0","0","1","1","20000","1","3","6","1","1","1","29","5","0","1","6","5","1","1","5","1","3","1","1","5","1","1","51","552","56","448","72","0","0","0","0","0","5","0","1","1","1","3","5","0","5","0","48","47","5","3","0.00","0","0.00","8.75","13.13","0","0.00","5","0","0","0.00","0","0","1","17.50","1","0","0","0","0","3","4","5","0","1","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","41","61","4","38","5","8","1","5","0","1","0","0","1","70","1","1","5","1","4","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","1","1","5","1","1","1","2","1","7","0","1","10","0","1","1","5","5","0","1","12","5","0","0","0","1","2","6","6","0","0","5","3","0","42","0","7","4","5","0","0","0","0","0","4","1","2","4","0","1","1","1","0","1","2","2","5","5","3","50","0","13","0","0","0","0","0","5","0","0","0","1","2","24620","24000","0","6.55","1253","10.50","3.95","4","4","3","3","1","0","0","0","7500","6","0.7","2","2","2","6","4","0","1","7","6","0","1","1","0","0","0","0","0","0","1","1","5","18","0","0","0","0","0","0","5","444","4497","2","6610"
"3","4498","4","0","0","0","0","0","1","0","0","0","0","0","1","0","50","200","35000","0","20000","0","1212","0","180","0","0","0","0","0","0","200","0","0","0","2092","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","3","22.50","3510","2496","0","260","0","0","0","0","0","0","0","0","2600","0","520","0","0","0","0","0","0","13","0","0","0","0","0","12250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12250","0","4","870","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2611","1817","3818","2016","250","3579","2339","3359","1228","1987","2173","5320","7","4","20","4","26","1","25","2","1","5","0","0","0","0","1","1","10000","1","2","6","1","1","1","30","5","0","5","0","0","8","0","0","5","0","1","1","5","5","0","51","0","61","0","30","0","0","0","0","0","5","0","1","1","1","2","5","0","5","0","50","42","5","1","5.87","1","8.40","0.00","0.00","0","0.00","5","0","0","0.00","0","0","5","0.00","0","0","5","1","0","0","0","5","0","3","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","5","0","0","1","0","0","1","48","5","5","1","1","4","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","5","1","5","5","1","1","4","5","0","0","5","0","0","5","1","5","5","0","5","12","5","0","0","0","2","2","0","0","0","0","5","99","0","99","0","7","9","9","0","0","0","0","0","1","5","2","4","0","2","2","5","5","3","2","3","5","6","5","50","0","12","0","0","0","1","2","0","0","0","0","1","1","12250","12250","0","3.49","1170","5.86","0.00","4","4","9","9","1","0","0","0","5833","6","0.7","2","2","2","5","4","0","1","4","3","1","1","0","0","0","0","0","0","0","1","1","6","17","0","0","0","0","0","0","1","444","4498","2","6610"
"3","4499","4","0","0","0","0","0","1","0","0","0","0","0","1","0","45","200","63500","0","10000","0","1560","0","300","0","0","0","0","0","0","315","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1760","0","0","0","0","0","0","0","0","0","0","0","2","2","2","11.70","2480","1040","0","416","0","0","0","0","0","0","0","0","1820","0","780","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","7000","0","0","0","0","0","30","0","0","0","7030","0","2","122","15","0","0","0","0","3084","0","0","0","0","0","0","0","0","3084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1721","2979","325","2839","3357","4073","2806","1035","2801","552","2721","5320","6","4","20","2","66","1","62","0","0","5","0","0","0","0","1","2","20000","1","4","4","1","1","1","20","5","0","5","0","0","1","1","7","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","74","5","0","0","0","0","0","0","5","0","0","0","0","0","1","4","0","0","0","0","0","184","0","338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","78","1","17","85","44","40","5","4","5","0","0","1","0","0","1","20","8","0","1","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","1","8","5","0","0","0","1","1","1","0","1","4","0","5","0","0","5","0","0","5","1","5","5","0","5","10","5","0","0","0","2","2","25","25","0","0","5","16","0","16","0","8","6","1","29","27","20","3","0","3","1","9","12","0","2","3","5","9","3","2","1","5","44","44","0","0","12","0","0","0","5","0","0","0","0","0","1","3","10114","0","3084","4.08","669","0.00","3.98","4","2","3","3","3","0","0","0","15875","5","0.5","2","6","5","4","3","0","1","3","3","0","0","0","0","0","0","0","0","0","1","4","0","33","0","0","0","0","0","0","1","444","4499","2","3947"
"3","4500","4","0","0","0","0","0","1","1","1","3","0","0","1","0","50","200","44000","0","26000","0","2964","0","367","0","0","0","0","0","0","720","0","500","400","2120","0","16","0","176","0","0","0","0","0","474","0","840","0","0","0","0","0","0","0","0","0","0","0","2","3","3","17.90","2952","1456","0","364","0","0","0","0","0","0","0","0","4680","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18000","0","0","0","0","0","0","2000","0","0","0","0","0","0","0","0","0","20000","0","3","2730","25","0","0","0","0","0","0","0","0","0","0","0","332","0","332","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2611","1817","3818","2016","250","1222","4542","2331","1925","725","1706","5320","5","4","40","3","28","1","26","1","1","5","0","0","0","0","1","1","15000","1","5","4","1","1","1","22","5","0","5","0","0","1","3","8","1","3","1","1","5","1","1","51","522","57","469","5","10","6","1","6","1","1","1","1","2","1","2","5","0","5","0","47","40","1","1","8.65","1","49.60","0.00","0.00","0","0.00","5","0","0","0.00","0","0","1","14.96","5","1","0","0","0","32","4","5","0","5","7","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","75","83","14","60","5","7","1","5","0","1","0","0","1","28","7","5","5","1","4","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","3","1","5","1","1","1","4","5","0","0","1","10","0","1","1","5","5","0","5","12","1","2","0","0","3","3","3","3","0","0","5","15","0","24","0","6","7","1","0","0","0","0","0","2","5","2","4","0","1","1","5","1","1","2","3","5","6","5","90","0","14","0","0","0","0","0","5","0","0","0","1","2","20332","18000","332","6.89","977","8.49","2.38","4","4","2","2","1","0","0","0","11000","4","0.8","2","2","2","6","5","0","1","6","6","1","0","0","0","0","0","0","0","0","1","1","5","19","0","0","0","0","0","0","1","444","4500","2","5062"
"3","4501","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1980","0","5","5","0","0","690","0","3","0","278","0","0","0","344","0","0","0","1212","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","4","26.50","4134","0","0","1300","0","156","0","0","0","0","0","0","1560","0","0","0","1222","0","1300","0","12","0","0","0","0","0","0","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","700","0","4","0","0","5486","0","0","0","0","0","0","0","0","600","0","0","0","6086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6692","204","1078","1972","3017","3836","3745","3931","961","5885","4248","6848","29","4","25","4","32","2","0","3","10","1","3","0","0","0","5","0","0","0","0","4","1","5","0","0","0","0","5","0","0","1","2","3","1","5","3","0","0","0","0","0","944","0","787","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","62","4.50","1","1","5","5","0.00","1","5.50","0","26","1","75","83","4","78","5","0","5","0","1","4","5","0","1","30","17","16","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","3","0","25","1","5","1","5","0","0","0","0","0","0","0","0","0","5","0","5","0","1","5","0","0","5","0","5","0","5","0","0","0","1","5","0","5","1","1","0","5","0","0","1","9","0","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","17","0","17","0","8","7","5","12","10","8","5","3","7","1","1","17","0","1","1","5","5","1","2","0","5","2","2","0","0","12","0","0","0","1","2","0","0","0","0","1","7","6786","700","600","1.64","1378","2.52","0.00","4","3","3","3","3","0","0","0","4950","3","1.0","1","2","0","5","0","70","2","2","0","0","0","3","0","0","0","0","0","0","2","3","4","5","0","0","0","0","0","0","2","444","4501","2","6610"
"3","4502","21","0","0","0","0","0","0","1","0","0","1","6","1","0","0","0","25000","0","0","0","0","0","313","0","0","0","0","0","0","950","0","0","0","1520","0","0","0","0","0","0","0","560","0","95","0","2000","0","0","0","0","0","80","0","0","0","100","0","2","4","4","29.30","5243","2080","0","520","0","1300","0","0","0","0","0","0","4004","0","1300","0","0","0","0","0","0","200","0","0","0","0","0","12000","0","0","0","0","0","0","9000","0","0","0","0","0","0","0","0","0","21000","99999","3","2980","25","0","0","0","0","0","0","1500","0","0","0","0","0","0","1500","100","1500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","6368","3493","3368","4100","4253","4111","3080","1630","3885","3713","332","2746","36","4","25","4","53","1","50","1","14","1","1","0","0","0","1","2","17000","5","0","7","1","1","5","0","0","0","5","0","0","1","2","4","5","0","1","1","5","1","1","51","503","30","147","300","0","0","0","0","0","5","0","5","0","5","0","5","0","1","14","38","40","5","3","0.00","0","0.00","6.00","0.00","0","0.00","5","0","0","0.00","0","0","5","0.00","0","0","5","5","5","6","4","5","0","1","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","5","1","1","62","602","32","219","120","0","0","5","0","5","0","5","0","1","2","5","0","50","40","5","3","0.00","5.18","0","5","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","40","10","1","1","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","1","3","5","0","5","5","0","1","5","0","0","0","0","0","5","0","0","1","1","1","1","1","5","8","5","0","0","0","3","3","16","16","0","0","5","41","0","23","0","8","7","5","23","21","17","11","3","5","1","1","3","0","2","2","5","5","1","9","2","5","31","31","0","0","6","5","0","9","0","0","0","0","0","0","2","3","24000","12000","1500","4.58","1524","7.89","4.50","2","3","3","3","3","0","0","0","3571","6","0.6","3","4","4","2","2","0","1","7","4","0","0","0","0","1","0","1","0","0","2","1","1","19","0","0","0","0","0","0","1","459","4502","2","7694"
"3","4503","13","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","1080","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","5.40","1647","0","0","260","0","0","0","0","0","0","0","0","600","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","600","0","1812","0","0","0","0","50","0","0","1","2462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","137","4405","1261","3009","4034","557","699","1943","4075","595","4950","3664","31","3","50","1","66","2","0","0","0","1","1","0","0","0","5","0","0","0","0","2","1","5","0","0","0","0","1","3","7","1","2","7","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","5","0","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","1","5","0","0","1","1","5","0","5","0","0","0","5","5","0","5","1","1","5","5","0","0","5","0","0","5","5","0","1","1","5","0","0","0","0","0","0","0","0","0","0","0","5","16","0","16","0","6","7","5","22","0","0","1","0","3","5","2","16","0","2","4","1","0","3","2","2","5","19","19","0","0","9","0","0","0","5","0","0","0","0","0","1","5","2462","0","2462","1.49","337","0.00","0.00","2","3","3","3","3","1","1","0","5400","3","0.5","1","6","0","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","1","3","28","0","0","0","0","0","0","2","363","4503","4","3118"
