"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173_1","V173_2","V174","V175","V176","V177_1","V177_2","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V197_A","V197_B","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V243_A","V243_B","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282_1","V282_2","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440"
"3","53090","5309","0","0","0","0","0","0","360","0","0","0","150","0","65","0","0","0","0","0","0","0","0","0","0","0","480","0","2","772","2856","0","0","0","0","724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1600","0","33","0","0","0","1633","0","0","0","0","0","1","0","4207","0","0","0","0","0","0","0","960","0","0","0","0","0","0","0","0","0","0","375","10","0","0","0","100000299","4","5","120","5","3","5","0","0","0","1","3","3","5","3","3","2","1","2","1","48","0","2","8","1","4","2","3","3","0","0","5","0","5","0","508","3033","2","51","1","2","28","1","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","5","0","0","1","2","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","2","1","2","5","2","0","1","0","0","1","2","2","9","9","98","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","4","19","9","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","5","5","2","4","1","0","1","0","0","0","0","5","2","0","2","0","2","4","0","8","0","7","1","0","0","0","0","0","1","5","5","1","5","1","1","1","5","9","1","5","1","5","1","1","10","2","3","0","5","3","1","9","0","0","0","1025","1025","450","0.34","0.36","0.58","1414","1510","2452","990","1714","-754","724","1633","0.94","99.99","99.99","1","2","2","0","1","1","0","1","2","0","1","2","0","0","0","1","9","9","9","8","5","1","3","3","0","0","0","0","0","4","0","24","1","9","1200","3","0","9","0","0","3","6","3","0.7","1","1","1","4","5","5","2","3","3","0","7","2","2","4","5","1","0.39","0.39","0.31","0.31","0.37","0.37","0.30","0.30","0","0","0","0","3","0","0","0","0","0","0","2","3","1","1","1","2","1","0","1","2","1","1","0","1","4","1","4","38","39","50","0","1","2268"
"3","53100","5310","0","0","0","0","0","0","900","0","0","0","240","0","0","0","0","0","110","0","0","0","0","0","0","0","0","0","6","1685","5054","0","0","0","0","1636","0","0","0","0","0","0","0","0","0","1560","0","400","0","80","0","0","0","0","0","0","0","2600","0","0","0","0","0","4640","0","0","0","0","0","2","0","3520","8600","0","8700","0","0","0","0","8700","0","590","590","0","0","0","0","0","0","0","2","4","0","0","0","100000827","9","5","55","7","6","5","0","0","0","1","3","3","9","2","3","6","1","6","2","37","48","1","5","3","0","0","5","0","0","0","5","0","5","0","702","1230","7","2","2","2","25","2","1","0","0","1","62","480","1","1","5","1","0","0","1","3","1","7","0","0","1","1","1","0","0","0","1","4","4","1","9","0","0","2","2","2","2","4","0","0","0","0","0","1","1","1","2","2","3","1","0","5","0","0","1","1","2","5","5","98","1","1","142","857","1","3","2","4","3","5","1","0","0","4","1","1","4.45","5","2","4","5","5","5","3","5","5","4","1","2","4","1","4","5","5","0","0.00","5","5","5","5","7","0","0","0","0.00","1","23","0","0","0","0","0","0","0","8","1","0","0","5","7","5","0","0","1","0","0","0","0","0","0","0","5","0","0","2","2","5","5","1","2","1","0","3","0","6","1","0","5","5","2","5","2","2","0","4","1","5","3","5","0","0","1","0","0","2","3","1","4","2","3","1","1","1","5","2","1","2","5","2","5","4","3","7","0","1","1","3","2","0","0","0","8700","8110","6970","1.72","1.60","4.14","6059","5648","14560","1250","3476","5224","1636","4160","0.97","5.51","99.99","7","7","7","6","6","5","4","2","4","6","2","5","2","2","5","1","7","9","2","2","1","3","4","4","0","0","0","0","0","3","4","43","3","0","1500","3","1","9","7","0","5","5","4","1.0","0","0","0","0","6","7","6","7","7","4","4","5","3","7","8","4","2.00","2.00","1.57","1.57","1.90","1.90","1.52","1.52","4","4","5","4","4","0","0","0","0","0","0","4","1","3","0","2","2","1","0","0","3","1","1","0","1","5","1","7","78","75","121","0","17","4454"
"3","53110","5311","0","0","0","0","0","0","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","404","1970","0","0","0","0","834","0","0","0","0","0","0","0","0","0","1040","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","0","2040","0","0","0","0","0","1","0","3800","4500","0","4552","0","0","0","0","6052","0","553","553","0","0","0","0","0","0","0","1","4","0","0","0","100000827","11","5","45","5","1","5","0","0","0","5","0","0","0","1","2","1","1","1","1","32","0","2","0","0","0","0","2","0","0","0","5","0","5","0","702","3390","4","73","0","0","0","1","5","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","8","2","3","1","0","5","0","0","6","5","5","5","5","98","1","1","115","858","1","1","3","4","5","6","5","5","0","5","9","0","0.00","0","0","1","5","5","5","5","5","5","0","0","0","7","5","2","0","5","0","0.00","5","5","5","5","5","0","0","0","0.00","2","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","5","5","2","1","1","0","9","0","6","1","0","1","5","2","5","2","4","9","5","2","0","0","5","0","0","3","2","0","1","3","1","1","1","2","1","1","5","5","3","1","1","5","3","4","65","2","8","0","5","5","3","2","0","0","0","6052","5499","4659","3.07","2.79","11.53","11674","10607","43822","840","2227","3825","834","2040","2.06","4.33","99.99","6","6","6","5","8","8","8","1","3","4","1","3","4","4","7","3","7","9","0","1","1","2","4","9","2","0","0","0","0","2","0","16","1","9","8400","8","0","9","0","0","0","0","2","1.0","2","3","1","1","5","8","3","5","5","3","4","4","4","4","6","0","3.44","3.44","2.88","2.88","3.19","3.19","2.83","2.83","7","6","7","8","4","0","0","0","0","0","0","3","4","2","0","0","2","1","0","1","4","1","1","0","1","4","1","6","108","103","209","0","3","1663"
"3","53120","5312","0","0","0","0","0","0","1080","0","0","0","0","0","0","0","0","0","160","0","0","0","0","0","0","0","420","0","1","467","2280","52","0","0","0","1196","0","0","0","0","0","0","0","0","0","2137","0","80","0","48","0","0","0","0","0","25","0","375","0","0","0","0","0","2640","0","0","0","0","0","1","0","3200","8500","0","8500","0","0","0","0","8500","9999","1142","1142","0","0","0","0","0","0","0","1","4","0","0","0","100000820","23","5","60","8","2","5","0","0","0","5","0","0","0","1","2","1","1","1","1","27","0","1","0","0","0","0","2","0","0","0","5","0","5","0","702","3386","4","73","0","0","0","1","1","0","0","1","64","675","1","1","5","1","0","0","1","5","5","0","0","0","1","1","1","0","5","4","5","0","1","1","1","0","0","0","0","0","0","0","2","1","2","1","2","3","1","1","4","2","1","1","0","5","0","0","3","0","2","5","5","98","1","1","3","858","1","2","1","4","1","9","5","5","0","6","1","3","6.21","2","3","4","5","5","5","3","3","5","2","1","1","4","5","1","0","1","2","9.99","1","0","1","0","7","0","0","0","0.00","2","0","0","0","0","0","0","0","0","0","0","0","0","5","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","1","2","2","1","1","2","6","1","1","5","3","2","3","2","3","2","5","0","5","8","5","1","0","2","2","0","1","1","1","5","3","1","1","5","5","5","5","1","1","9","1","3","31","2","7","0","5","2","3","8","0","0","0","8500","7358","6278","3.73","3.23","13.44","11930","10327","43018","1660","3998","4502","1196","2512","2.56","3.98","99.99","7","7","6","6","8","8","8","2","4","5","2","3","4","4","7","4","6","9","0","1","1","1","4","1","2","0","0","0","0","2","0","14","1","9","5400","7","2","9","8","0","0","0","3","0.5","0","0","1","1","7","7","4","6","6","5","7","6","2","5","7","0","4.84","4.84","4.04","4.04","4.49","4.49","3.98","3.98","7","7","8","8","2","0","0","0","0","0","0","4","4","4","0","2","4","1","0","0","2","1","1","0","1","3","1","6","109","102","207","9","3","1798"
"3","53130","5313","0","24000","480","0","1536","0","0","0","0","0","264","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","6","1383","4150","0","0","47","0","1820","0","0","0","0","0","0","0","170","0","0","0","1000","0","1000","0","0","0","0","0","0","0","2600","0","0","0","0","0","4600","0","0","0","0","0","2","0","3540","0","0","0","0","0","0","2868","2868","0","0","132","0","0","0","0","0","0","0","11","4","0","0","0","100000820","22","5","999","3","6","1","2","0","0","5","0","0","0","3","4","6","2","6","3","39","34","1","5","3","4","0","5","0","0","0","1","5","5","0","703","1056","4","1","1","4","21","1","1","0","0","1","59","50","5","5","5","5","0","0","5","0","5","0","0","0","5","5","0","1","0","9","5","0","5","0","0","2","5","6","5","6","5","4","1","0","1","0","2","4","1","3","2","3","3","3","2","1","0","0","5","4","8","5","5","98","2","7","0","0","0","5","0","7","0","6","5","5","3","1","0","0","0.00","0","0","2","3","2","3","5","5","1","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","5","5","9","9.99","1","20","0","0","0","0","0","0","0","2","5","5","0","5","0","5","0","0","0","4","0","0","0","0","0","0","5","0","9","0","0","5","1","2","1","1","0","5","2","0","0","0","1","5","2","5","2","5","4","0","2","2","8","1","1","0","0","0","4","9","5","5","5","1","5","5","5","1","4","5","1","5","5","3","5","64","1","2","0","5","4","1","1","0","480","0","3518","3386","1202","0.69","0.82","0.87","2446","2888","3077","2400","4352","-1484","1990","2600","1.44","99.99","99.99","3","4","4","2","2","2","1","3","5","0","2","3","0","1","1","2","9","9","1","1","3","3","4","9","2","0","0","0","0","3","2","37","3","7","4000","6","1","9","0","9","4","4","4","1.0","1","4","2","4","6","1","3","5","4","2","8","2","1","8","1","3","0.64","0.64","0.50","0.50","0.60","0.60","0.48","0.48","1","2","1","0","4","0","0","0","0","0","0","3","1","3","1","1","6","0","0","0","1","1","1","0","1","5","1","2","49","54","55","0","18","4590"
"3","53140","5314","0","0","0","0","0","0","240","0","0","0","250","0","25","0","0","0","0","0","0","0","0","0","0","0","300","0","7","1966","5897","0","0","364","0","1898","0","100","1","0","0","0","0","0","0","1400","0","480","0","400","0","1360","0","510","0","0","0","2400","0","113","1","0","0","6153","1","0","0","0","0","2","0","2763","2040","1050","3090","0","0","0","0","3630","0","0","510","0","0","0","0","0","0","0","498","32","0","0","0","100000269","56","5","60","3","4","5","0","0","0","1","1","1","5","5","0","7","2","7","2","43","28","1","5","4","1","0","5","1","0","0","5","0","5","0","607","1025","7","1","1","4","23","1","2","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","5","0","2","5","0","5","0","0","5","1","7","5","7","5","4","0","0","0","0","0","4","1","2","1","3","3","2","2","5","0","0","1","4","4","5","5","98","1","7","690","317","1","5","1","3","1","3","5","5","0","3","5","0","0.00","0","0","2","5","1","5","3","5","2","4","3","0","3","1","4","5","5","0","0.00","1","0","5","5","4","0","0","0","0.00","1","35","0","6","7","902","299","3","4","1","1","7","0","5","4","5","0","0","0","0","0","0","0","2","0","0","1","3","0","0","0","5","5","0","0","1","0","1","0","0","0","0","1","4","4","4","4","2","0","0","2","5","8","1","3","0","0","0","0","1","1","1","1","5","5","5","1","5","5","1","5","1","5","1","1","32","3","1","0","1","7","1","1","0","0","0","3755","3245","2730","0.62","0.55","1.39","1701","1520","3837","790","3198","432","1998","5273","1.02","1.46","0.77","4","4","4","3","1","1","1","1","4","0","2","6","0","0","2","1","2","1","-12","0","5","3","3","3","0","0","0","3","3","3","2","36","3","8","600","2","0","9","0","0","7","5","2","1.8","1","4","1","2","3","9","4","3","3","6","7","4","4","6","4","5","0.67","0.67","0.54","0.54","0.72","0.72","0.58","0.58","1","1","1","1","6","0","0","0","0","0","0","2","6","2","0","0","1","1","2","1","5","1","0","0","1","4","1","3","41","39","62","0","3","5509"
"3","53150","5315","0","0","0","0","0","0","0","0","300","0","150","0","50","0","0","0","0","0","0","0","0","0","0","0","336","0","6","1531","4594","104","0","273","0","1904","0","0","0","0","0","0","0","0","0","3781","0","0","0","0","0","0","0","0","0","0","0","2600","0","25","0","0","0","6406","0","2080","0","0","0","2","2080","2637","2662","0","2662","1248","0","1248","0","3910","0","51","51","0","0","0","0","0","0","0","498","32","0","0","0","100000269","55","5","60","3","5","8","0","4","0","1","4","4","5","5","0","6","2","6","3","36","30","1","1","1","0","0","5","0","0","0","1","6","5","0","607","1027","7","1","1","4","22","2","2","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","5","1","0","1","5","0","5","1","5","5","9","0","0","0","0","4","0","0","0","0","0","3","8","2","1","5","5","5","3","5","0","0","1","2","2","5","5","98","1","6","785","677","1","9","5","0","0","0","5","5","0","9","5","0","0.00","0","0","9","5","5","5","1","5","5","0","0","1","6","5","8","0","3","7","1.00","5","1","0","0","3","0","0","0","0.00","1","21","0","0","0","0","0","0","0","2","1","7","0","5","4","1","0","0","0","0","0","0","0","0","0","0","5","0","1","0","0","5","5","0","0","1","0","3","0","5","1","0","5","2","0","2","0","1","2","0","1","5","8","1","0","0","0","0","0","5","5","1","5","5","1","1","1","5","5","5","5","1","5","1","4","32","1","2","0","5","8","1","1","0","0","0","4260","4209","3709","0.85","0.92","2.42","2244","2416","6388","486","2441","1469","1904","8486","1.24","0.70","99.99","4","5","5","4","2","2","2","0","3","2","2","7","1","1","4","2","1","9","1","1","2","3","3","3","0","0","0","0","0","3","2","33","2","7","600","2","0","9","0","0","4","5","3","1.2","1","1","2","4","5","5","4","3","5","2","7","5","2","4","4","3","0.87","0.87","0.68","0.68","0.82","0.82","0.66","0.66","2","2","2","2","4","0","0","0","0","0","0","3","2","3","2","0","2","1","0","1","2","1","0","0","1","4","1","4","47","49","80","2","3","4081"
"3","53160","5316","0","6500","97","0","0","0","0","0","0","0","350","0","110","0","0","0","60","0","0","0","60","0","30","0","0","0","4","1300","3900","0","0","299","0","1664","0","150","1","0","0","0","0","0","0","960","0","1040","0","0","0","0","0","0","0","350","0","1950","0","235","1","0","0","4185","1","0","0","0","0","2","0","3747","3800","0","5900","0","0","0","0","5900","0","392","392","0","0","0","0","0","0","0","459","39","0","0","0","100000256","1","5","90","3","7","1","5","0","0","1","1","1","9","2","1","4","1","4","2","42","33","1","7","2","0","0","3","0","0","0","5","0","5","0","604","1026","3","1","4","3","30","2","1","0","0","1","62","360","3","3","5","1","0","0","1","5","1","4","2","1","2","5","0","1","2","3","5","0","3","0","0","5","5","7","6","7","6","1","0","0","0","0","0","4","1","1","1","1","3","1","0","5","0","0","1","0","0","5","5","98","2","6","694","759","0","4","0","2","0","9","5","5","5","2","0","0","0.00","0","0","2","2","5","5","5","5","5","0","0","0","2","0","4","0","0","0","0.00","0","0","0","0","6","2","3","1","9.99","1","29","0","0","0","0","0","0","0","2","1","5","0","2","5","5","0","0","3","0","0","0","0","0","0","0","5","0","0","3","3","5","5","0","0","2","1","5","1","0","0","0","1","2","2","2","2","4","4","0","1","3","8","1","1","1","0","0","0","9","2","5","2","1","3","1","1","1","5","1","5","1","5","1","4","39","1","0","0","1","8","1","2","0","390","0","6960","6218","5271","1.51","1.59","4.05","5669","5974","15193","507","2563","3337","1814","3145","1.40","3.96","99.99","6","6","6","6","5","5","5","1","3","4","2","4","2","2","5","2","6","9","1","1","3","3","3","3","0","0","0","3","3","3","2","38","3","7","929","2","1","9","0","9","6","6","7","0.6","0","1","3","1","6","5","4","5","5","3","5","5","3","5","4","2","1.78","1.78","1.39","1.39","1.67","1.67","1.34","1.34","3","3","4","4","2","0","0","0","0","0","0","5","0","2","1","1","4","2","2","0","4","1","0","1","1","3","1","2","75","77","123","0","15","3383"
"3","53170","5317","0","0","0","0","0","0","360","0","0","0","250","0","75","1","0","0","0","0","0","0","0","0","0","0","360","0","4","1092","3276","0","0","18","0","1144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","37","1","0","0","3037","1","0","0","0","0","1","0","2803","0","0","0","0","0","0","2604","2604","0","0","0","0","0","0","0","0","0","0","729","15","0","0","0","100000373","5","5","35","4","3","5","0","0","0","1","1","1","5","2","2","4","1","4","1","30","0","2","3","2","0","0","4","0","0","0","5","0","5","0","381","3009","2","51","1","4","21","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","5","0","0","5","0","4","0","0","2","5","2","2","2","2","4","2","0","2","0","7","1","1","2","1","4","5","0","1","5","0","0","6","5","5","5","5","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","2","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","1","0","3","4","0","0","0","5","2","2","2","2","2","3","0","2","2","5","1","0","0","0","0","0","5","5","5","1","5","1","1","1","1","1","2","4","1","5","1","9","23","3","4","0","5","8","1","2","0","0","0","2679","2679","1994","0.79","0.82","1.83","2228","2292","5118","970","2114","490","1144","3037","1.05","99.99","99.99","3","3","3","2","2","2","1","1","3","0","2","4","1","1","3","1","9","9","21","8","5","2","2","3","2","0","0","3","3","2","0","15","1","9","1200","3","0","3","0","0","0","4","2","1.3","3","3","1","2","2","2","2","2","4","0","6","2","2","8","5","3","0.75","0.75","0.60","0.60","0.73","0.73","0.59","0.59","1","2","1","1","5","0","0","0","0","0","0","1","1","1","1","1","3","1","0","1","2","1","1","0","1","5","1","4","47","48","72","0","5","3383"
"3","53180","5318","0","0","0","0","0","0","540","0","0","0","250","0","0","0","0","0","0","0","0","0","0","0","0","0","240","0","7","1919","5756","0","0","15","0","2912","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000","0","0","0","0","0","3000","0","0","0","0","0","1","0","2840","0","0","0","0","0","0","2160","2280","0","0","0","0","0","0","0","0","0","0","729","15","0","0","0","100000373","4","5","999","5","4","5","0","0","0","5","0","0","0","5","0","7","1","7","1","28","0","2","4","5","0","0","5","0","0","0","5","0","5","0","381","3012","2","51","1","3","14","1","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","5","0","2","5","0","7","0","0","1","5","2","0","2","0","4","2","0","2","0","1","1","1","2","1","2","5","1","1","5","0","0","3","3","3","5","5","98","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","1","5","1","0.99","5","16","3","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","5","5","0","0","1","0","5","4","6","1","0","5","2","2","2","2","3","4","0","4","5","7","5","0","0","2","0","0","1","1","5","1","4","1","1","1","5","5","1","5","5","3","9","1","23","1","3","0","5","6","3","2","0","0","0","2280","2280","1490","0.40","0.40","0.78","1125","1125","2205","1030","3942","-1662","2912","3000","1.52","99.99","99.99","3","3","3","2","1","1","0","2","4","0","3","4","0","0","1","2","9","9","-2","0","5","2","2","3","2","0","0","0","0","2","0","14","1","9","1350","3","0","9","0","1","2","1","2","1.8","3","3","2","1","3","7","1","4","5","3","8","2","2","7","5","6","0.43","0.43","0.34","0.34","0.46","0.46","0.37","0.37","1","1","1","0","6","0","0","0","0","0","0","1","4","1","1","1","3","1","0","1","2","1","1","0","1","5","1","4","34","34","47","0","5","5304"
"3","53190","5319","0","9000","135","0","900","0","0","0","0","0","500","0","0","0","0","0","148","0","528","0","0","0","0","0","252","0","6","1778","5335","156","0","447","0","2340","0","0","0","0","0","0","0","0","0","2550","0","0","0","80","0","2184","0","0","0","0","0","2000","0","0","0","0","0","6814","0","60","1","0","0","2","60","2433","5925","3000","8925","45","0","45","0","8970","0","619","619","0","0","0","0","0","0","0","989","37","0","0","0","100000082","5","5","60","7","6","1","1","0","0","5","0","0","0","5","0","6","1","6","2","40","39","1","6","4","0","0","4","0","0","0","5","0","5","0","226","1026","4","1","2","3","24","2","1","0","0","2","62","388","3","3","1","1","2","1","5","0","5","0","0","0","1","5","0","5","0","0","5","0","6","1","5","5","5","2","0","2","0","1","0","0","0","0","0","3","1","1","3","3","3","1","0","5","0","0","1","2","2","5","5","98","1","6","441","259","1","2","5","0","0","0","5","5","0","2","5","0","0.00","0","0","4","5","3","5","5","5","5","0","1","1","6","1","7","5","5","0","0.00","5","1","0","0","7","0","0","0","0.00","1","20","0","1","7","926","848","7","5","5","1","7","0","5","6","1","0","0","0","0","0","0","0","0","0","0","1","5","1","0","0","5","5","1","2","1","0","1","0","0","0","0","1","3","2","3","2","2","4","0","3","5","8","1","7","0","3","5","0","5","5","3","1","1","3","1","1","5","4","3","5","5","1","9","1","37","3","4","1","1","4","1","1","0","180","0","9150","8531","7356","1.68","1.60","4.14","4091","3891","10066","2463","5422","3548","2340","6794","1.32","2.32","1.37","7","7","7","6","4","3","3","3","6","4","3","6","2","2","5","2","4","2","4","4","5","3","1","1","0","0","0","2","0","3","3","40","3","5","1500","3","1","9","0","0","4","5","5","1.0","0","0","1","1","8","4","2","8","3","4","9","5","0","3","4","4","2.06","2.06","1.62","1.62","1.96","1.96","1.57","1.57","4","4","5","4","4","0","0","0","0","0","0","6","3","0","2","0","4","0","0","0","0","0","0","0","1","2","1","2","64","62","100","0","25","4454"
"3","53200","5320","0","0","0","0","0","0","960","0","0","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","120","0","1","342","1670","0","0","128","0","468","0","0","0","0","0","0","0","75","1","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","0","1000","0","0","0","0","0","1","0","4840","0","0","0","0","0","0","0","1176","0","0","0","0","0","0","0","0","0","0","301","19","0","0","0","100000230","3","5","80","5","5","5","0","0","0","5","0","0","0","5","0","1","1","1","1","60","0","2","0","0","0","0","2","0","0","0","5","0","5","0","510","3272","5","64","0","0","0","1","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","0","5","0","0","5","0","2","0","0","3","5","0","0","0","0","0","0","0","0","0","0","1","1","2","3","1","3","1","0","3","0","0","5","4","4","5","5","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","5","41","4","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","5","3","0","0","1","0","4","0","0","0","0","5","2","1","2","1","2","4","0","4","4","5","5","7","0","2","0","0","5","1","5","5","5","1","5","1","1","1","1","5","1","5","1","1","37","1","2","0","5","9","9","9","0","0","0","1251","1251","141","0.70","0.75","0.41","3408","3626","1995","1230","1698","-522","521","1000","1.52","99.99","99.99","2","2","2","0","3","3","0","2","2","0","1","2","0","1","0","2","9","9","-41","0","5","2","3","1","2","0","0","0","3","5","0","30","2","9","1920","3","0","1","0","0","8","0","6","0.2","3","3","2","1","4","4","2","2","3","2","6","2","2","4","4","0","0.67","0.67","0.56","0.56","0.62","0.62","0.55","0.55","1","1","1","0","0","0","0","0","0","0","0","2","1","1","1","1","3","1","0","1","2","1","1","0","1","4","1","3","58","60","45","0","1","1663"
"3","53210","5321","0","5750","115","0","0","0","0","0","0","0","500","0","75","0","0","0","0","0","0","0","0","0","0","0","300","0","8","2387","7160","104","0","73","0","2823","0","0","0","0","0","0","0","0","0","2050","0","0","0","0","0","0","0","0","0","0","0","3000","0","37","0","0","0","5087","0","2080","0","2340","0","2","5180","3297","7800","0","7800","4380","900","6605","0","19305","0","1193","1193","0","0","0","0","0","0","0","301","19","0","0","0","100000230","4","6","65","1","8","1","5","0","0","1","4","1","5","5","0","8","2","8","7","59","59","1","7","4","0","0","8","0","0","2","1","4","1","7","510","3330","6","64","4","1","19","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","2","5","0","7","1","5","2","9","6","2","6","2","2","0","0","0","0","0","1","1","2","2","1","3","0","0","5","0","0","5","4","8","5","5","12","1","4","361","907","1","4","6","0","0","0","5","5","0","4","5","0","0.00","0","0","3","5","3","5","5","5","5","0","0","3","5","1","4","2","5","0","0.00","5","1","0","0","7","0","0","0","0.00","1","19","0","0","0","0","0","0","0","4","1","0","0","5","7","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","5","5","1","4","1","0","3","3","3","1","0","1","1","2","1","2","2","4","0","2","5","9","1","0","0","0","0","0","1","1","1","1","3","5","1","1","5","5","3","5","1","3","1","5","19","2","4","0","5","4","1","2","0","345","0","19725","18532","17497","2.70","2.59","7.33","8889","8534","24167","915","4931","14374","2823","10267","1.18","3.80","99.99","9","9","9","9","7","7","7","1","5","8","3","8","4","4","6","1","6","9","0","1","1","3","3","3","0","0","0","0","0","5","5","59","5","4","719","2","0","3","0","0","3","3","3","1.0","1","1","2","1","4","9","4","4","6","7","4","4","1","6","6","1","3.25","3.25","2.56","2.56","3.04","3.04","2.44","2.44","6","6","7","6","4","0","0","0","0","0","0","2","6","3","2","0","2","0","0","1","1","1","1","0","1","4","1","6","94","92","155","0","1","6070"
